repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
resin/raspberrypi2-python,24002,7,false,d18f00dbd469,512786031,debian,8,21,317,21713,15374,The Python buildpack image for Python apps for Raspberry Pi 2.
expert360/elasticmq,23997,3,false,a8477bc25844,157534208,alpine,3.4.6,4,21,4019,4019,Docker container to run ElasticMQ
ackstorm/test-nodejs,23989,0,false,7ffd5f3de235,79765504,alpine,3.3.0,17,22,4148,4148,NodeJS test app
wadmiraal/drupal,23983,47,false,f9f85dd426f2,833670656,debian,8,51,282,44771,21115,Drupal image designed for kickstarting local development. Supports Drush aliases.
alexanderm/docker-splunk,23981,6,false,75d6235416f2,562113024,ubuntu,14.04,20,189,23221,20699,docker run gives you splunk!
cptactionhank/flexget,23976,7,false,b47d8107c8b2,773918208,debian,8,9,384,33066,21596,
openoint/common-services-auth,23970,1,false,b2d0cde3f7f7,1432901632,centos,7,29,360,34010,33384,
capitalmatch/ghc-clojure,23966,0,false,862897bd06c0,1518907392,ubuntu,16.04,14,366,28380,21949,
accenture/adop-gerrit,23957,5,false,25744bead19f,428817408,debian,8,18,248,16469,13602,ADOP Gerrit
castawaylabs/cachet-monitor,23945,2,false,adf487bfcb29,770192384,debian,8,16,189,24251,14699,
hypriot/rpi-gogs-raspbian,23936,19,false,015797341d2a,248986112,raspbian,8,19,211,16484,14343,Raspberry Pi compatible Docker Image with a minimal `gogs git` server.
homeassistant/rpi2-home-assistant,23913,15,false,158de008f313,1020546048,debian,8,51,334,45144,15696,Raspberry Pi 2 image of Home Assistant https://github.com/home-assistant/home-assistant/pull/1408
linuxkonsult/postgres,23911,5,false,2567821ed862,1062222336,ubuntu,14.04,24,299,54204,38598,A Postgres trusted build installed with Chef.
esarmien/remove_after,23896,0,false,2c8272983baa,387195904,ubuntu,14.04,7,216,28264,12834,Removes a VM after time
iamluc/docker-hostmanager,23875,5,false,9e9b32405a22,44000768,alpine,3.2.3,12,44,3426,3426,Update automatically your `/etc/hosts` to access running containers.
resin/artik5-alpine-node,23844,0,false,262d896a96cd,436166144,alpine,3.5.2,14,147,21554,21554,
tandrup/snmpsim,23837,1,false,bc0b8e2d4112,169852416,debian,8,5,125,11049,9312,SNMP simulator
philplckthun/strongswan,23804,15,false,c82f1a03e5d8,711404544,debian,8,17,385,26229,21460,Base docker image to run a Strongswan IPsec and a XL2TPD server.
accenture/adop-jenkins,23782,5,false,636485ee3e08,877778432,debian,8,30,314,22252,17567,ADOP Jenkins
alexj01/ubuntu-gradle-ci,23759,0,false,7277766abc64,1871545856,debian,8,10,352,60757,22958,Docker image for concourse
pghalliday/tftp,23749,7,false,d3cf995d5ffc,5153280,alpine,3.4.0,2,12,459,459,Alpine Linux super simple TFTP server implementation
brimstone/watchdock,23748,0,false,a053a9ea2f3a,215024128,ubuntu,14.04,13,184,12847,11522,
astronomerio/openweathermap-source,23740,0,false,8214298dec4e,747762176,debian,8,17,374,49909,21084,Openweathermap source
ypandit/hdp-spark,23722,8,false,99ec3ed11403,3010237440,centos,6,35,373,48442,47657,Docker container with Hortonworks HDP 2.1 & Apache Spark 1.3.1
eriksencosta/php-dev,23721,24,false,8638941cfdba,868383744,debian,7,9,249,33781,20072,Docker image with latest supported PHP versions installed plus latest 5.3 release 
fbmac/mybb,23715,0,false,c2cd8439ef9d,534594048,debian,8,28,185,34231,13043,docker image with apache and mybb
drnic/hello-world,23694,0,false,ffdcb09916cf,2672640,buildroot,2014.02,6,0,382,382,
marcoraddatz/homebridge,23691,12,false,d444f0138792,941442048,debian,8,11,305,32332,24318,"Run HomeBridge on a Synology device. No plugins pre-defined, hassle-free setup. Read instructions!"
bdeinsalyon/dashboard,23667,0,false,004e407c7c41,253465600,alpine,3.5.0,11,49,19474,19474,Dashboard pour monitorer les ordinateurs du BdE
coco/coreos-version-checker,23649,0,false,2b5da765fd2f,28810240,alpine,3.5.0,3,13,809,809,Checks the version of CoreOs of the host machine
phusion/passenger-customizable,23642,22,false,f669013710c7,618908672,ubuntu,16.04,10,288,22513,16744,"Base image for Ruby, Python, Node.js and Meteor web apps, ""customizable"" variant"
1and1internet/ubuntu-graphite-grafana,23630,0,false,0b37ec630970,510180864,ubuntu,16.04,8,247,32314,27377,Graphite & Grafana
channelmeter/vault-gatekeeper-mesos,23611,1,false,9ce186d01ccd,311773696,alpine,3.4.0,9,22,12511,12511,
ashishmishra/stats,23572,0,false,75e9540c0de2,742585856,debian,8,24,372,41903,21055,
fnbeesben/dock_nginx,23572,0,false,df9ab87c8af4,629001728,ubuntu,16.04,34,228,27606,21175,nginx
suquant/pgbouncerd,23571,1,false,0473e4ec25c2,8992256,alpine,3.3.0,5,19,541,541,PgBouncer Docker
publicisworldwide/data-science-python,23551,1,false,e62442e21f27,1405702144,ol,7.3,15,192,53231,53122,Basic Data Science setup for Python including Jupyter.
jmargolis32/mysql_blaster,23551,0,false,cd4ec44fe3ae,768788992,ubuntu,16.04,7,174,15395,13129,
mdouchement/lss,23548,0,false,888e14d5fcbb,362510336,alpine,3.4.6,15,17,13658,13658,"Light Storage Service, a simple lightweight web storage API."
vmware/photon,23545,9,false,45e723970500,133567488,photon,1.0,1,0,8626,8626,Photon OS is a RPM based open source Linux operating system.
nirmata/hello-world,23536,0,false,3f608d1ab770,6579200,Unknown,0,1,0,13,13,
resin/beaglebone-alpine-node,23527,0,false,d7c02f27da09,452673024,alpine,3.5.2,14,147,21554,21554,
scaleway/alpine,23510,4,false,db0d647733a9,23756288,alpine,3.2.3,13,32,1349,1349,Linux Alpine official Scaleway image
plugins/drone-npm,23509,0,false,411e2a3a7461,48896512,alpine,3.2.3,3,32,3359,3359,
nimmis/apache,23507,2,false,33a59de2d8a1,408875008,ubuntu,16.04,9,225,19741,16086,This is docker images of Ubuntu 14.04 LTS with apache2
bdeinsalyon/valet,23506,0,false,7ae30f5b61f6,896519680,debian,8,14,407,38996,22469,VA Listing and Electronic Ticketing
codekitchen/dinghy-http-proxy,23500,3,false,44f302efb98b,263534080,debian,8,15,158,11554,9987,
alisw/riemann-tools,23498,0,false,5b036ebc0d71,1276265472,centos,7,15,509,70056,69587,
jellemeteor/app-runner,23497,0,false,4ed9f6dba964,252373504,ubuntu,14.04,14,210,15759,12037,
remind101/acme-inc,23473,0,false,d8479b0a5e37,236038656,alpine,3.3.3,17,11,6530,6530,
kaiserpelagic/analyze,23418,0,false,a8158d249479,3822181376,ubuntu,14.04,42,476,61342,39605,
moovel/consul-agent,23416,0,false,3c8c0ecb3418,131612160,alpine,3.2.3,24,32,8480,8480,
xueshanf/s3fs,23413,9,false,510711cd9702,412336640,ubuntu,14.04,9,289,23506,20322,s3fs docker container
zabbix/zabbix-agent,23401,22,false,4bc000f77df3,60785152,alpine,3.4.6,5,28,6128,6128,Zabbix agent with TLS encryption support
nirmata/nirmata-go-agent,23399,0,false,68f330006730,22065152,Unknown,0,1,0,13,13,
jonaskello/docker-and-compose,23391,2,false,8691b017f553,107879424,alpine,3.5.2,5,19,1119,1119,Adds docker-compose to the offcial docker image.
awilson/don-dash,23379,0,false,d30334b8e184,480176128,ubuntu,16.04,11,216,20256,16625,
mborges/artifactory-resource,23367,0,false,05f1d7918c05,16085504,alpine,3.4.0,9,22,3782,3782,
tomboland/dovecot-server,23366,0,false,bafb78914761,280563200,centos,7,4,149,10851,10085,just a simple dovecot-2 server
vinli/postgres-gis,23347,0,false,51700b14c19a,684833280,debian,8,23,424,22202,17460,Postgres with GIS
visenze/elasticmq,23342,2,false,857908b545b1,369188864,debian,8,16,217,14302,11731,
centurylink/ca-certs,23335,22,false,ec29b98d130f,273920,Unknown,0,2,0,15,15,
ashishmishra/projects,23327,0,false,b8a75b982366,723656192,debian,8,24,372,39150,21055,
wodby/drupal-php,23313,8,false,ea38c0c269da,288387072,alpine,3.4.6,19,85,14804,14804,PHP container 5.6/7.x for Drupal 7/8
timonier/webui-aria2,23301,7,false,f79a863b79aa,25393664,alpine,3.3.3,3,14,1620,1620,Best and hottest interface to interact with aria2
tecnobrat/ecs-registrator,23300,0,false,30cbe6ed80c4,27416576,alpine,3.2.3,5,25,1247,1247,Adds support for registering with external ec2 IP
codeclimate/patrick,23287,0,false,641f25582b3c,30305792,alpine,3.3.3,4,17,1005,1005,Consolidated CI behavior within a docker container
docker/example-voting-app-result,23274,0,false,440429b62af3,238712320,debian,8,15,130,16917,8122,
kdihalas/beanstalkd,23270,3,false,2b8af0298826,350844928,ubuntu,12.04,17,179,14458,12084,Beanstalkd docker image for fig
timwolla/spiped,23264,0,false,fbb083087945,141064192,debian,8,7,115,8452,7679,The spiped secure pipe daemon.
linuxserver/photoshow,23258,8,false,e6a29ea44f93,180419584,alpine,3.5.2,7,109,7316,7316,"A Photoshow container, brought to you by LinuxServer.io. "
nathonfowlie/centos-jre,23254,5,false,4f6689f12618,454260736,centos,7,3,143,10955,10716,Latest CentOS image with the JRE pre-installed.
vungle/labelgun,23231,2,false,1d823753755c,49445376,alpine,3.2.3,9,28,1354,1354,
openbankproject/obp-full,23213,4,false,5953bcddd4e3,1116380160,debian,8,28,324,37897,19737,"OpenBankProject - API, SoFi & Explorer"
skalar/docker-swarm-http-router,23207,0,false,5cd0238e9feb,136687104,alpine,3.4.4,13,32,17192,17192,
mongey/kafka,23198,0,false,d44ac5a7e346,395529216,debian,7,10,173,15065,12609,kafka with vim
pulsepointinc/graphiteconsumer,23188,0,false,0c85ae337569,99121664,alpine,3.4.4,6,33,7264,7264,This guy will consume from kafka and write to a preconfigured graphite server
captinsano/ddclient,23180,0,false,9d8d7774d849,389327872,ubuntu,14.04,30,296,23537,20704,
solsson/kafka,23152,0,false,d873273840bd,854501376,debian,8,9,167,14682,12853,http://kafka.apache.org/documentation.html#quickstart
dlsniper/kinesalite,23116,2,false,f4e60cc56d41,566299136,ubuntu,16.04,11,181,23267,14785,"Docker image for Kinesalite, an AWS Kinesis emulator"
wodby/drupal-mariadb,23108,4,false,4f1d1f7fe46d,183671296,alpine,3.5.0,7,24,4676,4676,MariaDB for Drupal
vjftw/alpine,23090,0,false,75672d66abfc,11039744,alpine,3.4.0,6,11,662,662,A fork from alpine with local volume permissions fixed
linuxserver/thelounge,23083,7,false,3e7b4f5a8a08,80297984,alpine,3.5.2,5,30,13687,13687,"A TheLounge container, brought to you by LinuxServer.io. "
corfr/sensu-client,23082,0,false,d7e3ed42cb0f,381394432,debian,8,9,213,15501,13683,A sensu client forked from derivated usman/sensu-client
abhinavashippable/busybox,23079,0,false,63e6ca37d7f4,2659840,buildroot,2014.02,3,0,381,381,
akrambenaissi/docker-squid,23061,1,false,0c14b6d0e9dd,343663616,centos,7,12,184,15561,15151,Squid in a docker image
appcelerator/grafana-amp,23039,0,false,fe60c609af86,148464128,alpine,3.5.2,9,36,11079,11079,Grafana image customized for AMP
ej52/alpine-nginx-php,23019,4,false,29bdd3b737e9,139431936,alpine,3.4.0,9,37,4737,4737,"NGINX + PHP-FPM image for Docker, based on Alpine Linux and s6"
directscale/wordpress,23017,0,false,2613b0221b82,937452032,debian,8,25,187,56299,13051,Wordpress image with some plugins already installed
mattthomson/mortgage,23004,0,false,8aa12441d1a0,667528192,debian,8,17,169,23942,13279,Mortgage calculator app
endophage/policy_demo,22974,0,false,4e38e38c8ce0,5053952,alpine,3.4.0,1,11,455,455,
patrckbrs/ghost-rpi,22959,1,false,444eb9dfa368,1033848832,raspbian,8,33,382,82570,16700,Ghost est une plateforme de publication pour blogueurs professionnels
camptocamp/rsyslog-bin,22951,0,false,4cf3a5f83b2a,143452672,ubuntu,16.04,10,115,8306,7426,rsyslogd base image
konstruktoid/ubuntu,22951,0,false,b29a36c73a7a,85321728,ubuntu,16.04,1,98,3438,3,Ubuntu base image
tpires/neo4j,22948,81,false,d2104ba4b832,909081600,debian,8,21,315,22263,17755,"Neo4j is a highly scalable, robust (fully ACID) native graph database."
pallavagarwal07/gentoo-stabilization,22935,0,false,b3f822a9e4d6,1187329536,gentoo,0,9,0,178473,178473,Stabilization container for gentoo
neogeo/mapserver,22924,0,false,cde43f0d26c2,1094684160,debian,7,16,282,37561,23169,MapServer 7 (Master from github) build on Debian:latest box
dienet/fotomat,22922,1,false,4ef97bd63b14,188301824,debian,8,3,178,10341,8428,
activatedgeek/consul,22916,1,false,766860e2cba6,29870592,alpine,3.4.0,3,11,466,466,Consul Agent and Server on Alpine
mattermost/platform,22913,17,false,e9c92bef2c41,532100096,debian,8,19,121,12172,9413,Open source Slack-alternative. Preview image (mirror). Docs: http://bit.ly/1W76riY
puppet/puppet-agent-alpine,22909,8,false,3aa426157e0c,69117952,alpine,3.4.6,4,30,25035,25035,Puppet Agent as a Docker Image. Based on the latest Alpine image.
sameersbn/wowza,22882,14,false,17d20694e66b,588310016,ubuntu,14.04,10,306,19327,15316,
electronicfrontierfoundation/https-everywhere-docker-base,22867,0,false,f55519a2a6b9,1325170176,ubuntu,16.04,9,362,37400,31990,The Dockerfile for installing all the system-level requirements for HTTPS Everywhere
1and1internet/ubuntu-16-nginx,22866,0,false,ff9ec0563fb4,328027136,ubuntu,16.04,9,199,15054,12416,ubuntu-16-nginx
pboos/rancher-cassandra,22846,7,false,d1cd7546e7e3,392873472,debian,8,13,209,14294,11839,This is an extended version of the official Docker Cassandra image for added support for rancher.
voxxit/base,22835,1,false,eacf682898e7,12277248,alpine,3.5.0,2,16,3238,3238,"Alpine Linux base image with bash, bats (for testing) and gosu (for easy setuid/setgid) - only 11MB!"
haocen/hexo-with-hexo-hey,22832,0,false,599b685f83d0,341675520,ubuntu,16.10,10,175,20037,15097,Hexo with hexo-hey admin plugin.
getourneau/alpine-cfcli-golang,22817,0,false,0015a93cbfe2,366764032,alpine,3.4.0,11,24,10308,10308,
elevy/zookeeper,22816,6,false,a6f4fe7aa91a,133082112,alpine,3.2.3,20,29,1885,1885,ZooKeeper configured to execute an ensemble within Kubernetes.
clockworksoul/docker-gc-cron,22815,2,false,39fb69ed245d,46993920,alpine,3.5.2,7,17,4453,4453,Allows scheduled execution of Spotify's docker-gc script to clean up unused containers and images.
staff0rd/mysql-minimal,22812,0,false,9653e1602beb,367011840,debian,8,17,117,9835,9043,Minimal footprint mysql image
migros/cf-deploy-php,22807,1,false,445228fdda39,815367680,debian,8,14,394,36320,31987,
chimeradev/logstashforwarder,22803,0,false,1845a81b5f5b,183983104,debian,8,15,120,9437,8094,logstash forwarder
noonien/kube-http-proxy,22753,0,false,5d38832722ff,326789632,ubuntu,14.04,16,249,17203,14119,
resin/qemux86-alpine-node,22732,0,false,d99c2ad6d723,470088192,alpine,3.5.1,13,147,21706,21706,
appcelerator/zookeeper,22680,0,false,6fcec007df6a,216271872,alpine,3.4.3,8,62,9078,9078,ZooKeeper image.
vvoyer/docker-selenium-firefox-chrome,22667,54,false,22bbf2778bc4,1064824832,ubuntu,14.04,19,441,30316,22477,Headless selenium standalone with chrome and firefox beta. With a vnc server.
acrobinson/passenger_ruby2.3.0,22657,2,false,e71c25472217,625188864,centos,7,2,294,23981,23157,"Phusion Passenger in Nginx, Ruby  2.3.0, Image Magick"
ihealthdavid/node-rest,22653,0,false,2a30027cd3b4,813805056,debian,8,20,405,47017,27876,
fabric8/grafana,22637,0,false,1a4098420a13,291179008,debian,8,7,136,13286,11857,
praekeltfoundation/seed-stage-based-messaging,22608,0,false,9f24bd54c1ac,260312064,debian,8,17,128,20583,8105,Seed Stage-Based Messaging Store
nimmis/alpine,22599,2,false,9228b8f93b32,56604672,alpine,3.5.2,3,33,6664,6664,"Microcontainer based on Alpine with working init, syslog and cron processes"
dminkovsky/skydns,22588,0,false,56e05012a1a3,493664256,debian,0,13,135,19500,10842,2.0.1b release of SkyDNS2
cgswong/confluent-zookeeper,22581,0,false,2386d9761707,602742784,debian,8,10,174,11685,10002,Confluent Platform Zookeeper
accenture/adop-nginx,22562,5,false,08a377db9fe6,348773376,ubuntu,14.04,15,254,21099,18785,ADOP Nginx
cloudfoundry/grace-busybox,22558,0,false,5b85e484e89e,21789696,busybox,v1.21.1,11,1,257,257,
frntn/ansible-lint,22539,0,false,feb5cd81dd84,493355520,ubuntu,14.04,5,298,27550,21252,Ubuntu-based ansible-lint image 
clamoriniere1a/redis-openshift,22533,0,false,a518b766a984,151915520,debian,7,26,111,10028,8089,test configuration for Redis with Redis-Sentinel in openshift
crossbario/crossbar,22530,10,false,4f0fde566454,435910144,alpine,3.4.6,11,34,11755,11755,Official Docker repository for Crossbar.io
jordancrawford/rpi-deluge,22526,3,false,d9accc00c635,400581120,raspbian,8,32,318,23929,14348,A simple Deluge and Deluge Web image for the Raspberry Pi.
pweil/hello-nginx-docker,22498,0,false,28fc545653e2,383665664,centos,7,13,214,14613,14166,
particle/buildpack-particle-firmware,22478,2,false,d50746769ac5,536425472,ubuntu,16.04,11,181,20934,14086,Image containing toolchain and firmware for developing code using Particle devices
restcomm/restcomm,22468,5,false,c025e1bd9320,1181613056,ubuntu,16.04,36,266,24819,14981,Docker Image Builds of Mobicents RestComm from https://github.com/RestComm/RestComm-docker
blang/alpine-bash,22448,0,false,4fcf13538ed4,6988800,alpine,3.1.2,3,19,672,672,
diegomarangoni/mariadb-galera,22444,10,false,b7843a73787e,333497344,debian,8,8,138,10593,9710,Creates a MariaDB Galera Cluster
zzhang/zzhang-wordpress,22444,0,false,ee397259d4e5,432753152,debian,8,19,187,16982,13051,
pandres95/api,22418,0,false,7af3d50f6e7a,706865152,debian,8,10,374,32752,21083,
netczuk/node-yarn,22393,4,false,9e57e98d470f,715668992,debian,8,11,376,35610,21210,Node.js image with preinstalled Yarn package manager (https://github.com/yarnpkg/yarn).
inhumantsar/samba,22375,0,false,f9628d250eb3,373123584,centos,7,10,168,14633,14503,
iron/hello,22374,0,false,f4dd2a73dac8,12725248,alpine,3.3.1,4,13,990,990,
thecontrolgroup/laravel,22371,0,false,a94b8c01f470,622534144,debian,8,26,201,35235,14192,A container setup with composer and php 7.0
wykeith/kibi-docker,22368,1,false,7caf54415e72,445147648,debian,8,8,119,34428,8050,Kibi Docker
praekeltfoundation/seed-control-interface-service,22364,0,false,0a789a84ad6d,259958784,debian,8,17,128,20516,8105,Seed Control Interface backend
codeclimate/codeclimate-shellcheck,22338,0,false,bb668b56b563,57995264,alpine,3.3.3,9,16,1225,1225,
jchaney/owncloud,22330,51,false,aa37649dc6be,564005376,debian,8,10,294,31265,14810,ownCloud 7 on Nginx
codenvy/cpp_gcc,22314,2,false,2ce309da61da,666560000,ubuntu,14.04,8,306,27917,23383,"Ubuntu, JRE 1.8, g++, gcc, make"
mondain/red5,22309,12,false,aa0a17bb9333,663444480,debian,8,19,311,22509,17880,
spants/mqtt,22308,0,false,3c35608e16d5,21253120,alpine,3.3.3,5,19,1577,1577,MQTT with websockets support on an Alpine 3.3 base
rancher/sherdock,22298,0,false,68264338de27,12695552,Unknown,0,3,0,13,13,
icclabcna/zurmo_log_courier_mysql,22273,0,false,0faa48ed6874,504880640,ubuntu,14.04,18,240,21998,18794,
octoboxio/octobox,22266,1,false,ce9007ae40b2,902574080,debian,8,15,380,41298,21307,📮 Take back control of your GitHub Notifications https://octobox.io
xartifex/mongo-image,22237,0,false,4ecc1d5663fd,451757568,ubuntu,14.04,15,189,12983,11608,
heroku/python,22236,11,false,f90b70c3da93,1444127744,ubuntu,14.04,18,918,61382,48520,Heroku Docker Image for Python Apps
appcontainers/prestashop,22232,6,false,bcc4f628c08e,568771584,centos,6,15,257,23577,22902,CentOS 6.8 based Customizable Prestashop 1.6.1.6 Container - 550 MB - Updated 6/20/2016
